Inicio;Fin;IRI
636360;636380;3,0
636380;636400;3,6
636400;636420;3,4
636420;636440;2,7
636440;636460;3,2
636460;636480;3,0
636480;636500;3,6
636500;636520;4,5
636520;636540;3,5
636540;636560;3,5
636560;636580;2,7
636580;636600;2,6
636600;636620;2,6
636620;636640;2,9
636640;636660;3,0
636660;636680;3,1
636680;636700;3,6
636700;636720;4,0
636720;636740;4,3
636740;636760;2,9
636760;636780;2,8
636780;636800;2,3
636800;636820;2,4
636820;636840;2,4
636840;636860;2,5
636860;636880;3,5
636880;636900;4,0
636900;636920;2,8
636920;636940;2,6
636940;636960;2,5
636960;636980;3,1
636980;637000;2,0
637000;637020;1,9
637020;637040;2,4
637040;637060;1,9
637060;637080;2,5
637080;637100;1,6
637100;637120;2,0
637120;637140;2,1
637140;637160;2,4
637160;637180;2,5
637180;637200;2,7
637200;637220;3,5
637220;637240;2,1
637240;637260;3,1
637260;637280;2,7
637280;637300;3,0
637300;637320;3,1
637320;637340;3,3
637340;637360;2,4
637360;637380;1,9
637380;637400;2,6
637400;637420;2,1
637420;637440;2,1
637440;637460;2,4
637460;637480;2,4
637480;637500;2,8
637500;637520;3,5
637520;637540;3,1
637540;637560;2,8
637560;637580;3,0
637580;637600;3,0
637600;637620;2,4
637620;637640;2,2
637640;637660;2,4
637660;637680;2,4
637680;637700;3,4
637700;637720;2,1
637720;637740;2,5
637740;637760;2,8
637760;637780;2,2
637780;637800;2,2
637800;637820;2,7
637820;637840;2,1
637840;637860;1,8
637860;637880;2,1
637880;637900;1,7
637900;637920;2,3
637920;637940;2,7
637940;637960;1,9
637960;637980;2,1
637980;638000;2,2
638000;638020;2,5
638020;638040;2,3
638040;638060;1,8
638060;638080;2,2
638080;638100;1,4
638100;638120;1,5
638120;638140;1,6
638140;638160;2,2
638160;638180;2,3
638180;638200;4,8
638200;638220;4,4
638220;638240;3,0
638240;638260;2,3
638260;638280;2,6
638280;638300;2,7
638300;638320;2,7
638320;638340;2,2
638340;638360;1,8
638360;638380;1,7
638380;638400;2,0
638400;638420;2,0
638420;638440;2,0
638440;638460;1,9
638460;638480;2,4
638480;638500;2,1
638500;638520;1,5
638520;638540;1,5
638540;638560;1,3
638560;638580;1,8
638580;638600;1,7
638600;638620;2,2
638620;638640;2,5
638640;638660;2,7
638660;638680;2,3
638680;638700;1,8
638700;638720;2,5
638720;638740;1,9
638740;638760;3,1
638760;638780;2,7
638780;638800;3,1
638800;638820;1,9
638820;638840;3,6
638840;638860;4,4
638860;638880;2,0
638880;638900;2,8
638900;638920;2,2
638920;638940;1,9
638940;638960;2,1
638960;638980;2,8
638980;639000;1,9
639000;639020;1,7
639020;639040;1,4
639040;639060;1,6
639060;639080;2,0
639080;639100;2,2
639100;639120;2,1
639120;639140;2,2
639140;639160;1,9
639160;639180;1,9
639180;639200;2,8
639200;639220;3,2
639220;639240;2,2
639240;639260;1,4
639260;639280;1,8
639280;639300;1,8
639300;639320;2,0
639320;639340;3,1
639340;639360;2,7
639360;639380;1,6
639380;639400;1,9
639400;639420;1,8
639420;639440;1,9
639440;639460;2,6
639460;639480;2,8
639480;639500;1,5
639500;639520;1,9
639520;639540;2,1
639540;639560;2,4
639560;639580;4,0
639580;639600;2,5
639600;639620;2,3
639620;639640;2,1
639640;639660;1,7
639660;639680;2,1
639680;639700;3,4
639700;639720;3,7
639720;639740;2,8
639740;639760;2,1
639760;639780;1,6
639780;639800;2,5
639800;639820;2,6
639820;639840;2,8
639840;639860;2,0
639860;639880;2,0
639880;639900;1,4
639900;639920;1,4
639920;639940;1,5
639940;639960;1,5
639960;639980;1,3
639980;640000;2,4
640000;640020;1,6
640020;640040;1,6
640040;640060;1,4
640060;640080;1,8
640080;640100;1,6
640100;640120;1,7
640120;640140;3,2
640140;640160;1,9
640160;640180;2,1
640180;640200;2,2
640200;640220;2,5
640220;640240;2,5
640240;640260;2,1
640260;640280;1,8
640280;640300;2,2
640300;640320;2,3
640320;640340;3,1
640340;640360;2,5
640360;640380;5,1
640380;640400;2,4
640400;640420;1,9
640420;640440;2,3
640440;640460;2,5
640460;640480;3,9
640480;640500;1,8
640500;640520;1,6
640520;640540;2,0
640540;640560;2,4
640560;640580;2,1
640580;640600;2,4
640600;640620;2,3
640620;640640;2,7
640640;640660;3,0
640660;640680;2,1
640680;640700;2,0
640700;640720;2,0
640720;640740;2,4
640740;640760;2,1
640760;640780;2,4
640780;640800;1,7
640800;640820;2,1
640820;640840;2,4
640840;640860;3,0
640860;640880;2,1
640880;640900;1,8
640900;640920;1,8
640920;640940;2,0
640940;640960;2,2
640960;640980;2,7
640980;641000;2,9
641000;641020;2,0
641020;641040;1,6
641040;641060;1,6
641060;641080;1,7
641080;641100;1,9
641100;641120;2,4
641120;641140;1,8
641140;641160;2,1
641160;641180;1,7
641180;641200;1,9
641200;641220;1,8
641220;641240;2,5
641240;641260;1,7
641260;641280;1,5
641280;641300;1,3
641300;641320;2,2
641320;641340;3,4
641340;641360;2,7
641360;641380;2,6
641380;641400;2,1
641400;641420;2,7
641420;641440;2,4
641440;641460;3,1
641460;641480;4,5
641480;641500;2,2
641500;641520;1,9
641520;641540;2,0
641540;641560;1,6
641560;641580;1,7
641580;641600;1,9
641600;641620;2,2
641620;641640;5,2
641640;641660;3,0
641660;641680;3,6
641680;641700;2,5
641700;641720;1,7
641720;641740;2,4
641740;641760;2,7
641760;641780;3,5
641780;641800;2,3
641800;641820;3,6
641820;641840;3,4
641840;641860;3,0
641860;641880;2,6
641880;641900;1,7
641900;641920;2,8
641920;641940;2,0
641940;641960;1,4
641960;641980;1,9
641980;642000;1,8
642000;642020;1,9
642020;642040;2,1
642040;642060;2,1
642060;642080;2,9
642080;642100;2,5
642100;642120;2,0
642120;642140;2,3
642140;642160;1,6
642160;642180;1,7
642180;642200;2,0
642200;642220;2,0
642220;642240;2,2
642240;642260;1,9
642260;642280;1,8
642280;642300;1,9
642300;642320;2,5
642320;642340;2,5
642340;642360;2,8
642360;642380;2,8
642380;642400;2,4
642400;642420;2,3
642420;642440;3,2
642440;642460;3,4
642460;642480;2,5
642480;642500;1,7
642500;642520;2,0
642520;642540;2,1
642540;642560;2,5
642560;642580;1,7
642580;642600;3,3
642600;642620;1,9
642620;642640;2,2
642640;642660;2,2
642660;642680;2,5
642680;642700;2,2
642700;642720;2,9
642720;642740;2,4
642740;642760;2,2
642760;642780;2,2
642780;642800;1,9
642800;642820;1,7
642820;642840;1,6
642840;642860;2,4
642860;642880;2,3
642880;642900;3,4
642900;642920;2,1
642920;642940;1,7
642940;642960;2,0
642960;642980;2,1
642980;643000;2,2
643000;643020;1,9
643020;643040;3,1
643040;643060;2,5
643060;643080;2,6
643080;643100;2,0
643100;643120;2,3
643120;643140;2,1
643140;643160;2,4
643160;643180;2,2
643180;643200;2,0
643200;643220;1,6
643220;643240;2,1
643240;643260;2,2
643260;643280;2,6
643280;643300;2,6
643300;643320;3,4
643320;643340;2,0
643340;643360;1,7
643360;643380;1,5
643380;643400;1,8
643400;643420;1,9
643420;643440;1,8
643440;643460;1,7
643460;643480;2,7
643480;643500;1,8
643500;643520;2,2
643520;643540;2,0
643540;643560;2,0
643560;643580;2,5
643580;643600;2,3
643600;643620;2,1
643620;643640;2,0
643640;643660;3,1
643660;643680;3,0
643680;643700;2,3
643700;643720;1,8
643720;643740;1,6
643740;643760;1,9
643760;643780;2,2
643780;643800;1,6
643800;643820;1,8
643820;643840;1,5
643840;643860;1,7
643860;643880;1,8
643880;643900;1,5
643900;643920;1,4
643920;643940;1,7
643940;643960;1,5
643960;643980;2,3
643980;644000;1,8
644000;644020;1,7
644020;644040;1,6
644040;644060;1,9
644060;644080;1,8
644080;644100;2,6
644100;644120;1,9
644120;644140;1,8
644140;644160;2,1
644160;644180;1,2
644180;644200;1,9
644200;644220;1,5
644220;644240;1,6
644240;644260;1,9
644260;644280;1,7
644280;644300;1,7
644300;644320;1,5
644320;644340;2,0
644340;644360;2,6
644360;644380;2,6
644380;644400;1,6
644400;644420;1,6
644420;644440;1,7
644440;644460;1,9
644460;644480;1,8
644480;644500;2,0
644500;644520;1,4
644520;644540;2,7
644540;644560;1,8
644560;644580;2,1
644580;644600;1,5
644600;644620;1,6
644620;644640;1,6
644640;644660;1,8
644660;644680;1,9
644680;644700;1,8
644700;644720;1,7
644720;644740;1,4
644740;644760;1,5
644760;644780;1,7
644780;644800;2,0
644800;644820;2,1
644820;644840;2,1
644840;644860;1,5
644860;644880;1,7
644880;644900;2,0
644900;644920;1,3
644920;644940;1,3
644940;644960;1,8
644960;644980;1,7
644980;645000;1,7
645000;645020;2,4
645020;645040;1,6
645040;645060;1,7
645060;645080;2,5
645080;645100;1,7
645100;645120;1,7
645120;645140;1,3
645140;645160;1,4
645160;645180;1,6
645180;645200;2,4
645200;645220;1,8
645220;645240;2,9
645240;645260;2,3
645260;645280;1,9
645280;645300;1,9
645300;645320;2,5
645320;645340;2,4
645340;645360;2,7
645360;645380;3,8
645380;645400;3,6
645400;645420;2,3
645420;645440;2,1
645440;645460;7,3
645460;645480;2,7
645480;645500;3,3
645500;645520;2,8
645520;645540;2,1
645540;645560;2,2
645560;645580;1,9
645580;645600;2,2
645600;645620;2,1
645620;645640;3,0
645640;645660;2,2
645660;645680;2,7
645680;645700;2,4
645700;645720;1,9
645720;645740;1,7
645740;645760;2,3
645760;645780;2,5
645780;645800;1,9
645800;645820;1,9
645820;645840;1,9
645840;645860;2,1
645860;645880;1,9
645880;645900;1,8
645900;645920;1,9
645920;645940;2,1
645940;645960;2,0
645960;645980;1,8
645980;646000;1,8
646000;646020;1,7
646020;646040;1,6
646040;646060;2,0
646060;646080;1,9
646080;646100;2,2
646100;646120;1,9
646120;646140;1,7
646140;646160;1,8
646160;646180;1,5
646180;646200;1,3
646200;646220;1,8
646220;646240;1,5
646240;646260;1,2
646260;646280;1,8
646280;646300;1,8
646300;646320;1,8
646320;646340;3,1
646340;646360;2,2
646360;646380;1,9
646380;646400;2,0
646400;646420;1,6
646420;646440;2,1
646440;646460;2,2
646460;646480;2,0
646480;646500;1,6
646500;646520;1,6
646520;646540;1,8
646540;646560;1,7
646560;646580;1,8
646580;646600;2,7
646600;646620;2,2
646620;646640;2,4
646640;646660;2,2
646660;646680;2,2
646680;646700;2,4
646700;646720;1,9
646720;646740;2,4
646740;646760;2,0
646760;646780;1,9
646780;646800;2,7
646800;646820;3,5
646820;646840;2,3
646840;646860;2,5
646860;646880;3,4
646880;646900;4,2
646900;646920;3,3
646920;646940;4,1
646940;646960;3,3
646960;646980;3,0
646980;647000;2,8
